user_id,open_ts,close_ts,open_type,implicit_closed,censored,duration_s
14,1752144705358,1752144761248.0,auto,False,False,55.89
14,1752161836088,1752161950705.0,manual,False,False,114.617
14,1752162017159,1752162134178.0,auto,False,False,117.019
14,1752162135408,1752162137080.0,manual,False,False,1.672
14,1752162167508,1752222361504.0,auto,False,False,60193.996
14,1752222372820,1752225786451.0,auto,False,False,3413.631
14,1752484241662,1752484373637.0,auto,False,False,131.975
14,1752485799332,1752485856044.0,auto,False,False,56.712
14,1752485857134,1752485859174.0,manual,False,False,2.04
14,1752485861012,1752485898971.0,manual,False,False,37.959
14,1752501719014,1752501720758.0,manual,False,False,1.744
14,1752591791133,1752591792710.0,manual,False,False,1.577
14,1752653447631,1752653448235.0,manual,False,False,0.604
14,1752653913807,1752653916493.0,manual,False,False,2.686
14,1752654033921,1752654034335.0,manual,False,False,0.414
14,1752670134797,1752671208206.0,auto,False,False,1073.409
14,1752671208220,1752671213229.0,auto,False,False,5.009
14,1752671636145,1752671847199.0,auto,False,False,211.054
14,1752673337451,1752675334214.0,auto,False,False,1996.763
14,1753107281092,1753107282230.0,manual,False,False,1.138
14,1753173471383,1753174122578.0,auto,False,False,651.195
15,1751853103887,1751853112343.0,auto,False,False,8.456
15,1751853113344,1751853159477.0,manual,False,False,46.133
15,1752112206865,1752112216778.0,auto,False,False,9.913
15,1752125316300,1752126192441.0,auto,False,False,876.141
15,1752126200063,1752127079521.0,auto,False,False,879.458
15,1752636816954,1752637673606.0,auto,False,False,856.652
15,1752641895617,1752641898116.0,auto,False,False,2.499
15,1752642090096,1752642104219.0,auto,False,False,14.123
15,1752818882609,1752819065487.0,manual,False,False,182.878
15,1752829009176,1752831206560.0,auto,False,False,2197.384
15,1752929853669,1752930835278.0,auto,False,False,981.609
15,1752933534878,1752946831025.0,auto,False,False,13296.147
15,1752946832441,1752947569560.0,auto,False,False,737.119
15,1752947759136,1752947842761.0,auto,False,False,83.625
15,1752950930745,1752951344434.0,auto,False,False,413.689
15,1752951756262,1752951894814.0,auto,False,False,138.552
15,1752951990932,1752952923499.0,auto,False,False,932.567
15,1752953397861,1752953448738.0,auto,False,False,50.877
15,1752954303447,1752954456078.0,auto,False,False,152.631
15,1752954804443,1752955254027.0,auto,False,False,449.584
15,1752956127513,1752956409531.0,auto,False,False,282.018
15,1752956813637,1752956918343.0,auto,False,False,104.706
15,1752957658498,1752957660591.0,auto,False,False,2.093
15,1752958073539,1752958716491.0,auto,False,False,642.952
15,1753048193908,1753048278949.0,auto,False,False,85.041
15,1753048925391,1753049008152.0,auto,False,False,82.761
15,1753049316275,1753049345171.0,auto,False,False,28.896
15,1753049636554,1753049640402.0,auto,False,False,3.848
15,1753053531817,1753053535634.0,auto,False,False,3.817
15,1753054335542,1753054587897.0,auto,False,False,252.355
15,1753054597209,1753054599993.0,manual,False,False,2.784
15,1753056042656,1753056067818.0,auto,False,False,25.162
15,1753056335773,1753056365041.0,auto,False,False,29.268
15,1753056706507,1753056728764.0,auto,False,False,22.257
15,1753059526665,1753059537463.0,auto,False,False,10.798
15,1753059759884,1753059911163.0,auto,False,False,151.279
15,1753060172179,1753060181989.0,auto,False,False,9.81
15,1753060627574,1753060685148.0,auto,False,False,57.574
15,1753060837803,1753060913999.0,auto,False,False,76.196
15,1753060949715,1753061043136.0,auto,False,False,93.421
15,1753062685523,1753062752574.0,auto,False,False,67.051
15,1753064456973,1753064473476.0,auto,False,False,16.503
15,1753072678662,1753072686155.0,auto,False,False,7.493
15,1753103339240,1753103453008.0,auto,False,False,113.768
15,1753112909525,1753112917290.0,auto,False,False,7.765
15,1753113065023,1753113075541.0,auto,False,False,10.518
15,1753113322178,1753113327099.0,auto,False,False,4.921
15,1753113632478,1753113678803.0,auto,False,False,46.325
15,1753113973046,1753113989257.0,auto,False,False,16.211
15,1753114124583,1753114131558.0,auto,False,False,6.975
15,1753114485333,1753114491132.0,auto,False,False,5.799
15,1753115019328,1753115137031.0,auto,False,False,117.703
15,1753115235314,1753115275482.0,auto,False,False,40.168
15,1753115451616,1753115492916.0,auto,False,False,41.3
15,1753116145491,1753117745932.0,auto,False,False,1600.441
15,1753141543605,1753141555714.0,auto,False,False,12.109
15,1753142683941,1753144953064.0,auto,False,False,2269.123
15,1753145931756,1753145960657.0,auto,False,False,28.901
